,actor1,actor2,admin1,admin2,admin3,assoc_actor_1,assoc_actor_2,country,data_id,event_date,event_id_cnty,event_id_no_cnty,event_type,fatalities,geo_precision,inter1,inter2,interaction,iso,iso3,latitude,location,longitude,notes,region,source,source_scale,sub_event_type,time_precision,timestamp,year
2330,Military Forces of Mali (2013-),Civilians (Mali),Mopti,Djenne,Kewa,,Fulani Ethnic Group (Mali),Mali,6748419,2017-09-21,MLI1665,1665,Violence against civilians,0,2,1,7,17,466,MLI,14.2223,Kouakourou,-4.4959,"Finally, Malian army arrived in Kanio, to conduct patrols, but the usual downside a Peul neighborhood in the village subjected to searches, with multiple families stripped of their belongings and maltreated.",Western Africa,Menastream,Local partner-New media,Attack,1,1579637360,2017
2331,Unidentified Armed Group (Mali),Civilians (International),Mopti,Douentza,Dangol Bore,,Aid Workers (International); ICRC: International Committee of the Red Cross and Red Crescent,Mali,6748414,2017-09-21,MLI1664,1664,Strategic developments,0,2,3,7,37,466,MLI,15.1333,Bore,-3.4833,"Looting: ICRC vehicle seized and staff stripped of belongings by presumed armed bandits near Bore, axis Konna-Douentza.",Western Africa,Menastream,Local partner-New media,Looting/property destruction,1,1579637360,2017
2332,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Kidal,Kidal,Kidal,,,Mali,6748421,2017-09-20,MLI1662,1662,Explosions/Remote violence,0,1,2,8,28,466,MLI,18.4400,Kidal,1.4100,"Complex attack: seemingly armed assault on MINUSMA positions and and rocket/mortar shooting to camp ""Kandi"" in Kidal this morning. 1 peacekeeper lightly wounded and material damages. Civilian house also damaged/destroyed by mortar/rocket fire. Attack claimed by JNIM on 24/09.",Western Africa,Menastream,Local partner-New media,Shelling/artillery/missile attack,1,1579637360,2017
2333,Unidentified Armed Group (Mali),Military Forces of Mali (2013-),Gao,Ansongo,Talataye,,,Mali,6748423,2017-09-20,MLI1661,1661,Battles,4,2,3,1,13,466,MLI,16.1506,I-n-Deliman,1.4277,"Malian army convoy ambushed along the axis Menaka-Ansongo, 15km from In-Delimane. Provisional toll: 4 Malian soldiers killed & 3 wounded, 2 FAMa vehicles destroyed; 3 vehicles managed to return to Menaka.",Western Africa,Menastream,Local partner-New media,Armed clash,1,1579637360,2017
2334,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Kidal,Kidal,Kidal,,,Mali,6748424,2017-09-20,MLI1660,1660,Battles,0,1,2,8,28,466,MLI,18.4400,Kidal,1.4100,"Complex attack: seemingly armed assault on MINUSMA positions and and rocket/mortar shooting to camp ""Kandi"" in Kidal this morning. 1 peacekeeper lightly wounded and material damages. Civilian house also damaged/destroyed by mortar/rocket fire. Attack claimed by JNIM on 24/09.",Western Africa,Menastream,Local partner-New media,Armed clash,1,1579637360,2017
2335,Unidentified Armed Group (Mali),Civilians (Mali),Gao,Ansongo,Ansongo,,,Mali,6052938,2017-09-19,MLI1659,1659,Violence against civilians,0,1,3,7,37,466,MLI,15.6597,Ansongo,0.5022,"CSREF accountant was attacked by armed men and stripped of money, telephone and pc.",Western Africa,Aghanibe,New media,Attack,1,1571164539,2017
2336,Unidentified Armed Group (Mali),Military Forces of Mali (2013-) Operational Coordination Mechanism,Gao,Gao,Anchawadi,,,Mali,6072317,2017-09-17,MLI1658,1658,Battles,1,1,3,1,13,466,MLI,16.3061,Imenas,0.7175,"A MOC element was shot down by armed men, possibly as reprisal of Gawa events of 14/09/2017.",Western Africa,Issalan,New media,Armed clash,1,1571164564,2017
2337,Islamist Militia (Mali),Civilians (Mali),Mopti,Djenne,Kewa,,,Mali,6748429,2017-09-16,MLI1657,1657,Violence against civilians,1,2,3,7,37,466,MLI,14.2223,Kouakourou,-4.4959,"The siege on Kanio, is still in place: an elderly Malinke was shot dead on his property by Islamist miltiants.",Western Africa,Menastream,Local partner-New media,Attack,1,1579637360,2017
2338,Unidentified Armed Group (Mali),Civilians (Mali),Tombouctou,Gourma-Rharous,Gossi,,Police Forces of Mali (2013-) Gendarmerie,Mali,4700998,2017-09-16,MLI1656,1656,Violence against civilians,1,1,3,7,37,466,MLI,15.8196,Gossi,-1.2911,2 armed man killed an off duty policeman in the mosquee for the morning prayer.,Western Africa,Kibaru,National,Attack,1,1552576757,2017
2339,Unidentified Armed Group (Mali),,Mopti,Djenne,Kewa,,,Mali,5280921,2017-09-16,MLI1655,1655,Strategic developments,0,1,3,0,30,466,MLI,14.2223,Kouakourou,-4.4959,"Looting: Unidentified militants seized 178 cows, and destroyed several fields and water pumps.",Western Africa,Sahelien,Regional,Looting/property destruction,1,1561469183,2017
2340,Protesters (Mali),Police Forces of Mali (2013-),Bamako,Bamako,Bamako,,,Mali,6705114,2017-09-16,MLI1654,1654,Protests,0,1,6,1,16,466,MLI,12.6500,Bamako,-8.0000,"Hundreds of persons took the street to protest against the FCFA in Cotonou, Dakar and Bamako. The demonstration was dispersed by police.",Western Africa,AFP,International,Protest with intervention,1,1578503458,2017
2341,Unidentified Armed Group (Mali),Police Forces of Mali (2013-) Gendarmerie,Gao,Menaka,Menaka,,,Mali,6072332,2017-09-14,MLI1651,1651,Battles,3,1,3,1,13,466,MLI,15.9182,Menaka,2.4022,A National Guard pick-up was seized after an exchange of fire: 3 guards dead and several civilians wounded. Malian army in pursuit till 5 km from the city.,Western Africa,Issalan,New media,Armed clash,1,1571164564,2017
2342,Islamist Militia (Mali),Civilians (Mali),Mopti,Djenne,Kewa,,,Mali,6748432,2017-09-14,MLI1653,1653,Violence against civilians,2,2,3,7,37,466,MLI,14.2223,Kouakourou,-4.4959,The siege on Kanio conintues: two civilians killed during the week.,Western Africa,Menastream,Local partner-New media,Attack,2,1579637360,2017
2343,Unidentified Armed Group (Mali),Platform of June 14th 2014 movements,Gao,Ansongo,Ouattagouna,,,Mali,6072315,2017-09-14,MLI1652,1652,Battles,2,1,3,3,33,466,MLI,15.1728,Ti Samet,1.0229,2 Platform pick-ups were attacked: 2 dead and 4 men kidnapped on the Platform side.,Western Africa,Issalan,New media,Armed clash,1,1571164564,2017
2344,Unidentified Armed Group (Mali),Unidentified Armed Group (Mali),Kidal,Kidal,Kidal,,,Mali,6072326,2017-09-13,MLI1649,1649,Battles,0,1,3,3,33,466,MLI,18.4400,Kidal,1.4100,An explosion followed by an exchange of fire was reported by Kidal inhabitants.,Western Africa,Issalan,New media,Armed clash,1,1571164564,2017
2345,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-),Mopti,Djenne,Kewa,,,Mali,6748435,2017-09-13,MLI1650,1650,Battles,0,1,2,1,12,466,MLI,14.2223,Kouakourou,-4.4959,"Clashes between JNIM's Katiba Macina and a National Guard patrol was signalled this evening in Kouakourou, Mopti Region. The patrol was ambushed in a forest 5km from Kouakourou without suffering any casualties.",Western Africa,Menastream,Local partner-New media,Armed clash,1,1579637360,2017
2346,Unidentified Armed Group (Mali),Police Forces of Mali (2013-) Gendarmerie,Mopti,Koro,Madougou,,,Mali,6072308,2017-09-12,MLI1648,1648,Battles,0,1,3,1,13,466,MLI,14.4138,Gawa,-2.9650,A National Guard vehicle was seized after an exchange of fire. One civilian wounded.,Western Africa,Issalan,New media,Armed clash,1,1571164564,2017
2347,Unidentified Armed Group (Mali),Military Forces of Mali (2013-),Gao,Gao,Gao,,,Mali,6748436,2017-09-11,MLI1647,1647,Explosions/Remote violence,0,1,3,1,13,466,MLI,16.2717,Gao,-0.0447,"Gao's 8th district, airport and the FAMa camp subjected to mortar fire this morning, 2 Malian soldiers lightly wounded",Western Africa,Menastream,Local partner-New media,Shelling/artillery/missile attack,1,1579637360,2017
2348,Islamist Militia (Mali),,Mopti,Djenne,Kewa,,,Mali,6748437,2017-09-10,MLI1646,1646,Strategic developments,0,1,3,0,30,466,MLI,14.2220,Kouakourou,-4.4960,"The village of Kanio was besieged by ""jihadists"" for days following recent clashes with villagers, supplies scarce.",Western Africa,Menastream,Local partner-New media,Change to group/activity,2,1579637360,2017
2349,Unidentified Armed Group (Mali),Civilians (Mali),Kidal,Kidal,Kidal,,,Mali,6074239,2017-09-10,MLI1645,1645,Violence against civilians,1,1,3,7,37,466,MLI,18.4400,Kidal,1.4100,2 men shot to death a person in Kidal city centre.,Western Africa,L'Enfant Touareg,New media,Attack,1,1571164567,2017
2350,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Kidal,Tessalit,Tessalit,,Military Forces of France (2017-),Mali,7021842,2017-09-09,MLI1644,1644,Explosions/Remote violence,0,1,3,8,38,466,MLI,20.2581,Tessalit,0.9905,The joint Barkhane/MINUSMA Amachach base in Tessalit subjected to rocket/mortar fire this morning,Western Africa,Menastream,Local partner-New media,Shelling/artillery/missile attack,1,1585692264,2017
2351,Unidentified Armed Group (Mali),Civilians (Mali),Kidal,Kidal,Kidal,,,Mali,6072327,2017-09-08,MLI1642,1642,Explosions/Remote violence,0,2,3,7,37,466,MLI,18.4400,Kidal,1.4100,The explosion of a vehicle on a IED in the Etambar valley was reported by Kidal inhabitants.,Western Africa,Issalan,New media,Remote explosive/landmine/IED,1,1571164564,2017
2352,Military Forces of France (2017-),Islamist Militia (Mali),Mopti,Douentza,Mondoro,,,Mali,7021852,2017-09-08,MLI1643,1643,Battles,2,1,8,3,38,466,MLI,14.6762,Mondoro,-1.9513,"2 ""jihadists"" killed by Barkhane (Tigre helos & mountain commandos/paratroopers) on Sept 8, in N'daki near the BurkinaFaso border. 2 pick-ups, 3 motorbikes, 3 AK-47s, ammunition, IED-manufacturing materiel seized.",Western Africa,Menastream,Local partner-New media,Armed clash,1,1585692264,2017
2353,Unidentified Armed Group (Mali),Military Forces of Mali (2013-),Gao,Menaka,Menaka,,,Mali,6748448,2017-09-06,MLI1641,1641,Battles,1,1,3,1,13,466,MLI,15.9182,Menaka,2.4022,"Attempt to seize a FAMa supply vehicle ""foiled"" at Menaka market, one soldier killed one wounded.",Western Africa,Menastream,Local partner-New media,Armed clash,1,1579637360,2017
2354,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Kidal,Tessalit,Adjelhoc,,,Mali,6748449,2017-09-05,MLI1640,1640,Explosions/Remote violence,2,2,3,8,38,466,MLI,19.4695,Aguelhok,0.8560,"MINUSMA vehicle struck by IED 15km from Aguelhok this afternoon, 2 peacekeepers dead and 2 severely wounded reported.",Western Africa,Menastream,Local partner-New media,Remote explosive/landmine/IED,1,1579637360,2017
2355,JNIM: Group for Support of Islam and Muslims,Rioters (Mali),Mopti,Djenne,Kewa,,Vigilante Group (Mali),Mali,6748452,2017-09-04,MLI1639,1639,Riots,0,1,2,5,25,466,MLI,14.2223,Kouakourou,-4.4959,"Tense situation these past days in the Macina: clashes between ""jihadists"" & locals in Kouakourou.",Western Africa,Menastream,Local partner-New media,Mob violence,2,1579637360,2017
2356,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Mopti,Tenenkou,Diafarabe,,,Mali,5761697,2017-09-04,MLI1637,1637,Violence against civilians,0,1,2,7,27,466,MLI,14.0777,Mamba,-4.9844,Presumed Islamists kidnapped 30 people in Mamba as revenge for the beat up of two Islamists after a quarrel about veil wearing.,Western Africa,EFE,International,Abduction/forced disappearance,1,1567462149,2017
2357,Unidentified Armed Group (Mali),Civilians (Mali),Gao,Ansongo,Bourra,,Health Workers (Mali); Aid Workers (Mali),Mali,6072316,2017-09-04,MLI1638,1638,Violence against civilians,0,2,3,7,37,466,MLI,15.4729,Tassiga,0.6941,NGO ambulance was attacked at 25 km S of Afoud on the Tassiga axis. One wounded.,Western Africa,Issalan,New media,Attack,1,1571164564,2017
2358,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Gao,Bourem,Tarkint,,,Mali,6748457,2017-09-02,MLI1636,1636,Explosions/Remote violence,0,1,3,8,38,466,MLI,17.9808,Tabankort,-0.1022,"2 vehicles part of MINUSMA logistics convoy struck by dual-IED, 5km north of Tabankort",Western Africa,Menastream,Local partner-New media,Remote explosive/landmine/IED,1,1579637360,2017
2359,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Tombouctou,Gourma-Rharous,Gossi,,,Mali,6748460,2017-08-31,MLI1635,1635,Battles,2,1,3,8,38,466,MLI,15.8196,Gossi,-1.2911,"MINUSMA vehicle targeted by gunfire this evening in Gossi, 2 dead reported",Western Africa,Menastream,Local partner-New media,Armed clash,1,1579637360,2017
2360,Unidentified Armed Group (Mali),Military Forces of Mali (2013-),Tombouctou,Tombouctou,Tombouctou,,,Mali,6748461,2017-08-30,MLI1634,1634,Battles,0,1,3,1,13,466,MLI,16.7705,Timbuktu,-3.0056,"Exchange of gunfire between unknown gunmen on motorbikes and Malian soldiers in Abaradjou neighbourhood, Timbuktu, the assailants took off",Western Africa,Menastream,Local partner-New media,Armed clash,1,1579637360,2017
2361,Unidentified Armed Group (Mali),Civilians (Mali),Gao,Menaka,Anderamboukane,Fulani Ethnic Militia (Mali),Tuareg Ethnic Group (Mali),Mali,4705833,2017-08-27,MLI1633,1633,Violence against civilians,2,1,3,7,37,466,MLI,15.7970,Tamalat,3.7095,"The bodies of two Dawsahaq kidnapped on August, 25 were found in Tamalat. This execution is probably linked to Fulani-Tuareg tensions.",Western Africa,Kibaru,National,Attack,1,1552576855,2017
2362,Unidentified Armed Group (Mali),Military Forces of Mali (2013-),Tombouctou,Tombouctou,Tombouctou,,,Mali,6748465,2017-08-25,MLI1632,1632,Battles,1,2,3,1,13,466,MLI,16.7705,Timbuktu,-3.0056,"FAMa checkpoint on the outskirts of Timbuktu on road towards Araouane attacked last night around 21h, 1 dead & at least 1 wounded",Western Africa,Menastream,Local partner-New media,Armed clash,1,1579637360,2017
2363,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,Kidal,Tessalit,Essouk,,,Mali,7021996,2017-08-25,MLI1631,1631,Battles,4,1,8,2,28,466,MLI,18.9003,Tabankort,0.9953,Barkhane forces destroyed two vehicles carrying several JNIM terrorists; others have been captured. MAA rejected allegations of any involvement on the JNIM side.,Western Africa,Kibaru,National,Armed clash,1,1585692264,2017
2364,Unidentified Armed Group (Mali),Civilians (Mali),Mopti,Bankass,Bankass,,,Mali,6748466,2017-08-24,MLI1630,1630,Violence against civilians,1,1,3,7,37,466,MLI,14.0775,Bankass,-3.5159,"Sahel Eco (NGO) coordinator found dead after being strangled by unknown assailants at hotel room in Bankass, Mopti, computer stolen",Western Africa,Menastream,Local partner-New media,Attack,1,1579637360,2017
2365,Unidentified Armed Group (Mali),Police Forces of Mali (2013-) Gendarmerie,Mopti,Bandiagara,Bara Sara,,,Mali,6748467,2017-08-24,MLI1628,1628,Battles,1,1,3,1,13,466,MLI,14.1013,Ouo,-3.7846,"Gendarmerie post in Ouo, Cercle of Bandiagara, Mopti Region attacked by unknown gunmen on motorbikes around 18h, 1 gendarme killed",Western Africa,Menastream,Local partner-New media,Armed clash,1,1579637360,2017
2366,Unidentified Armed Group (Mali),Military Forces of Niger (2011-),Gao,Menaka,Menaka,,,Mali,6748468,2017-08-24,MLI1629,1629,Battles,0,2,3,8,38,466,MLI,15.9182,Menaka,2.4022,Unconfirmed reports on clashes between the Nigerien army and unknown gunmen 25km south of Infoukaretane,Western Africa,Menastream,Local partner-New media,Armed clash,1,1579637360,2017
2367,Unidentified Armed Group (Mali),Police Forces of Mali (2013-) Gendarmerie,Tombouctou,Goundam,Tonka,,,Mali,6748470,2017-08-22,MLI1624,1624,Battles,0,1,3,1,13,466,MLI,16.1289,Tonka,-3.7478,"Gendarmerie post in Tonka (Goundam) attacked by gunmen on motorbike/s around 2h this morning, telecomms sabotaged, casualties unknown",Western Africa,Menastream,Local partner-New media,Armed clash,1,1579637360,2017
2368,Unidentified Armed Group (Mali),Civilians (International),Tombouctou,Tombouctou,Tombouctou,,Aid Workers (International); UNHCR: United Nations Refugee Agency,Mali,6748471,2017-08-22,MLI1627,1627,Violence against civilians,0,2,3,7,37,466,MLI,16.7705,Timbuktu,-3.0056,Unknown gunmen wounded 2 UNHCR staff members in failed attempt to seize their vehicle between Kabara & Timbuktu,Western Africa,Menastream,Local partner-New media,Attack,1,1579637360,2017
2369,Unidentified Armed Group (Mali),Civilians (Mali),Gao,Gao,Gabero,,,Mali,6748472,2017-08-22,MLI1625,1625,Explosions/Remote violence,0,1,3,7,37,466,MLI,15.9858,Haoussa Foulan,0.1395,A minibus was hurt by a IED detonation.,Western Africa,Menastream,Local partner-New media,Remote explosive/landmine/IED,1,1579637360,2017
2370,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Mopti,Douentza,Hombori,,Pastoralists (Mali),Mali,6748474,2017-08-20,MLI1623,1623,Violence against civilians,1,1,2,7,27,466,MLI,14.9587,Seno Guedel,-1.8987,"Herdsman named as Bokary Chory reportedly beheaded in public by jihadists today in Seno Edal south of Boni. Accused of having helped a wounded Malian soldier who escaped the ambush in Bebi, late August last year.",Western Africa,Menastream,Local partner-New media,Attack,1,1579637360,2017
2371,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Kidal,Tessalit,Adjelhoc,,,Mali,6072319,2017-08-20,MLI1622,1622,Explosions/Remote violence,0,2,3,8,38,466,MLI,19.4695,Aguelhok,0.8560,"9 peacekeepers wounded incl. 4 severely by IED detonation in Taghlit, axis Aguelhok-Tessalit, Kidal Region",Western Africa,Issalan,New media,Remote explosive/landmine/IED,1,1571164564,2017
2372,Protesters (Mali),,Bamako,Bamako,Bamako,,,Mali,6705200,2017-08-19,MLI1620,1620,Protests,0,1,6,0,60,466,MLI,12.6500,Bamako,-8.0000,The opposition and its supporters took to the streets of the capital Bamako Saturday in jubilation for the indefinite suspension of the consitutional referendum.,Western Africa,AFP,International,Peaceful protest,1,1578503459,2017
